ItemNumber,InventoryUnitSymbol,UnitCost,PurchId,InvoiceId,PackingSlipId,PurchUnit,PurchPrice,InvoiceDocumentDate,CreatedDateTimeInvoice,NumUnit,UnitPrice
102343,U.,1.5,MSA-009473,F001-00020830,001-004238,Emp.6,8.967,2021-03-04,2021-03-13T14:19:44Z,6,1.49
102344,U.,0.8,MSA-009473,F001-00020830,001-004238,Emp.6,4.822,2021-03-04,2021-03-13T14:19:44Z,6,0.8
102345,U.,0.75,MSA-009538,F001-00021026,001-004255,Emp.6,4.4913,2021-03-09,2021-03-12T21:57:29Z,6,0.75
102346,U.,1.44,MSA-009538,F001-00021026,001-004255,Emp.6,8.644,2021-03-09,2021-03-12T21:57:29Z,6,1.44
102347,U.,5.23,MSA-008923,F001-00020383,001-004087,U,5.23,2021-02-19,2021-02-23T19:00:32Z,1,5.23
102348,U.,5.23,MSA-008923,F001-00020384,001-004088,U,5.229,2021-02-19,2021-02-23T19:01:59Z,1,5.23
102349,U.,5.47,MSA-008923,F001-00020384,001-004088,U,5.475,2021-02-19,2021-02-23T19:01:59Z,1,5.47
102350,U.,6.27,MSA-009430,F001-00020833,001-004208,U,6.2711,2021-03-04,2021-03-08T16:12:23Z,1,6.27
102351,U.,0.61,,,,,,,,,
102352,U.,0,,,,,,,,,
102353,U.,0,,,,,,,,,
102354,U.,0,,,,,,,,,
102355,U.,0,,,,,,,,,
102356,U.,1.76,,,,,,,,,
102357,U.,0,,,,,,,,,
102358,U.,0,,,,,,,,,
102359,U.,7.38,,,,,,,,,
102360,U.,0,,,,,,,,,
102361,U.,0,,,,,,,,,
102362,U.,0,,,,,,,,,
102363,U.,9.13,MSA-009263,F011-00054539,T011-00052688,U,9.13,2021-02-22,2021-03-09T18:36:08Z,1,9.13
102364,U.,165.97,,,,,,,,,
102365,U.,0,,,,,,,,,
102366,U.,0,,,,,,,,,
102367,U.,6.21,MSA-009263,F011-00054539,T011-00052688,U,6.21,2021-02-22,2021-03-09T18:36:08Z,1,6.21
102368,U.,7.05,MSA-009263,F011-00054539,T011-00052688,U,7.05,2021-02-22,2021-03-09T18:36:08Z,1,7.05
102369,U.,0.83,MSA-008987,F012-00011689,0005-003270,U,2.03,2021-02-19,2021-02-24T15:27:07Z,1,2.03
102370,U.,3.38,MSA-004046,F011-00049395,T011-00047644,U,3.39,2020-10-13,2020-10-23T19:42:11Z,1,3.39
102371,U.,4.75,MSA-008987,F012-00011689,0005-003270,U,4.75,2021-02-19,2021-02-24T15:27:07Z,1,4.75
102372,U.,6.78,,,,,,,,,
102373,U.,0,,,,,,,,,
102374,U.,5.38,MSA-009263,F011-00054539,T011-00052688,U,5.38,2021-02-22,2021-03-09T18:36:08Z,1,5.38
102375,U.,6.7,MSA-007805,F011-00053125,T011-00051310,U,6.78,2021-01-15,2021-01-22T21:13:41Z,1,6.78
102376,U.,0,,,,,,,,,
102377,U.,6.06,MSA-009263,F011-00054539,T011-00052688,U,5.38,2021-02-22,2021-03-09T18:36:08Z,1,5.38
102378,U.,6.78,MSA-007805,F011-00053125,T011-00051310,U,6.78,2021-01-15,2021-01-22T21:13:41Z,1,6.78
102379,U.,12.2,MSA-007805,F011-00053125,T011-00051310,U,12.2,2021-01-15,2021-01-22T21:13:41Z,1,12.2
102380,U.,0,,,,,,,,,
102381,U.,0,,,,,,,,,
102382,U.,47.46,MSA-004046,F011-00049395,T011-00047644,U,47.46,2020-10-13,2020-10-23T19:42:11Z,1,47.46
102383,U.,61.02,,,,,,,,,
102384,U.,67.8,MSA-002541,F011-00048209,T011-00046519,U,67.8,2020-09-10,2020-09-15T21:39:55Z,1,67.8
102385,U.,0,,,,,,,,,
102386,U.,0,,,,,,,,,
102387,U.,0,,,,,,,,,
102388,U.,15.95,MSA-009263,F011-00054539,T011-00052688,U,15.95,2021-02-22,2021-03-09T18:36:08Z,1,15.95
102389,U.,0,,,,,,,,,
102390,U.,0,,,,,,,,,
102391,U.,11.63,MSA-009263,F011-00054539,T011-00052688,U,11.63,2021-02-22,2021-03-09T18:36:08Z,1,11.63
102392,U.,163.62,MSA-004046,F011-00049396,T011-00047645,U,157.12,2020-10-13,2020-10-23T19:46:59Z,1,157.12
102393,U.,116.44,MSA-007805,F011-00053126,T011-00051311,U,155.25,2021-01-15,2021-01-22T21:10:34Z,1,155.25
102394,U.,0,,,,,,,,,
102395,U.,0,,,,,,,,,
102396,U.,175.59,,,,,,,,,
102397,U.,0,,,,,,,,,
102398,U.,12.47,MSA-009263,F011-00054539,T011-00052688,U,12.47,2021-02-22,2021-03-09T18:36:08Z,1,12.47
102399,U.,7.9,MSA-007805,F011-00053126,T011-00051311,U,7.46,2021-01-15,2021-01-22T21:10:34Z,1,7.46
102400,U.,0,,,,,,,,,
102401,U.,16.56,MSA-007805,F011-00053125,T011-00051310,U,16.95,2021-01-15,2021-01-22T21:13:41Z,1,16.95
102402,U.,18.02,MSA-007805,F011-00053126,T011-00051311,U,18.31,2021-01-15,2021-01-22T21:10:34Z,1,18.31
102403,U.,13.53,MSA-009263,F011-00054539,T011-00052688,U,15.04,2021-02-22,2021-03-09T18:36:08Z,1,15.04
102404,U.,20.52,MSA-009263,F011-00054539,T011-00052688,U,23.65,2021-02-22,2021-03-09T18:36:08Z,1,23.65
102405,U.,12.2,MSA-002541,F011-00048209,T011-00046519,U,12.2,2020-09-10,2020-09-15T21:39:55Z,1,12.2
102406,U.,12.88,MSA-009263,F011-00054539,T011-00052688,U,12.88,2021-02-22,2021-03-09T18:36:08Z,1,12.88
102407,U.,0,,,,,,,,,
102408,U.,0,,,,,,,,,
102409,U.,0,,,,,,,,,
102410,U.,0,,,,,,,,,
102411,U.,0,,,,,,,,,
102412,U.,0,,,,,,,,,
102413,U.,0,,,,,,,,,
102414,U.,0,,,,,,,,,
102415,U.,0,,,,,,,,,
102416,U.,0,,,,,,,,,
102417,U.,32.54,,,,,,,,,
102418,U.,0,,,,,,,,,
102419,U.,0,,,,,,,,,
102420,U.,28.28,MSA-007805,F011-00053126,T011-00051311,U,29.15,2021-01-15,2021-01-22T21:10:34Z,1,29.15
102421,U.,32.88,MSA-009263,F011-00054539,T011-00052688,U,34.42,2021-02-22,2021-03-09T18:36:08Z,1,34.42
102422,U.,4.61,MSA-005770,F011-00051194,T011-00049411,U,4.6077,2020-11-25,2020-12-03T20:01:42Z,1,4.61
102423,U.,0,,,,,,,,,
102424,U.,114.48,MSA-004046,F011-00049396,T011-00047645,U,114.58,2020-10-13,2020-10-23T19:46:59Z,1,114.58
102425,U.,0,,,,,,,,,
102426,U.,8.25,,,,,,,,,
102427,U.,5.64,MSA-007805,F011-00053126,T011-00051311,U,8.81,2021-01-15,2021-01-22T21:10:34Z,1,8.81
102428,U.,0,,,,,,,,,
102429,U.,0,,,,,,,,,
102430,U.,66.14,MSA-004046,F011-00049395,T011-00047644,U,29.15,2020-10-13,2020-10-23T19:42:11Z,1,29.15
102431,U.,38.35,MSA-009263,F011-00054539,T011-00052688,U,38.35,2021-02-22,2021-03-09T18:36:08Z,1,38.35
102432,U.,0,,,,,,,,,
102433,U.,0,,,,,,,,,
102434,U.,10.85,,,,,,,,,
102435,U.,8.57,MSA-004046,F011-00049395,T011-00047644,U,8.57,2020-10-13,2020-10-23T19:42:11Z,1,8.57
102436,U.,22.37,MSA-002541,F011-00048209,T011-00046519,U,22.37,2020-09-10,2020-09-15T21:39:55Z,1,22.37
102437,U.,5.62,MSA-009263,F011-00054539,T011-00052688,U,5.7229,2021-02-22,2021-03-09T18:36:08Z,1,5.72
102438,U.,4.13,MSA-007805,F011-00053125,T011-00051310,U,4.103,2021-01-15,2021-01-22T21:13:41Z,1,4.1
102439,U.,5.48,,,,,,,,,
102440,U.,4.5,MSA-007805,F011-00053124,T011-00051309,U,4.7313,2021-01-15,2021-01-22T21:16:55Z,1,4.73
102441,U.,5.66,MSA-009263,F011-00054538,T011-00052687,U,5.655,2021-02-22,2021-03-09T18:02:13Z,1,5.66
102442,U.,10.35,MSA-007805,F011-00053124,T011-00051309,U,10.3483,2021-01-15,2021-01-22T21:16:55Z,1,10.35
102443,U.,16.1,MSA-009263,F011-00054538,T011-00052687,U,18.2455,2021-02-22,2021-03-09T18:02:13Z,1,18.25
102444,U.,4.63,MSA-007805,F011-00053124,T011-00051309,U,4.7313,2021-01-15,2021-01-22T21:16:55Z,1,4.73
102445,U.,5.12,MSA-009263,F011-00054538,T011-00052687,U,5.655,2021-02-22,2021-03-09T18:02:13Z,1,5.66
102446,U.,5.22,MSA-007805,F011-00053124,T011-00051309,U,7.0352,2021-01-15,2021-01-22T21:16:55Z,1,7.04
102447,U.,3.15,MSA-007805,F011-00053124,T011-00051309,U,4.2173,2021-01-15,2021-01-22T21:16:55Z,1,4.22
102448,U.,5.27,MSA-007805,F011-00053124,T011-00051309,U,7.0352,2021-01-15,2021-01-22T21:16:55Z,1,7.04
102449,U.,10.34,MSA-007805,F011-00053124,T011-00051309,U,14.0896,2021-01-15,2021-01-22T21:16:55Z,1,14.09
102450,U.,3.16,MSA-007805,F011-00053124,T011-00051309,U,4.2173,2021-01-15,2021-01-22T21:16:55Z,1,4.22
102451,U.,5.26,MSA-009263,F011-00054538,T011-00052687,Emp.6,43.01,2021-02-22,2021-03-09T18:02:13Z,6,7.17
102452,U.,14.63,MSA-009263,F011-00054538,T011-00052687,Emp.4,57.42,2021-02-22,2021-03-09T18:02:13Z,4,14.36
102453,U.,4.3,MSA-009263,F011-00054538,T011-00052687,Emp.12,51.57,2021-02-22,2021-03-09T18:02:13Z,12,4.3
102454,U.,5.26,MSA-007805,F011-00053124,T011-00051309,U,7.0352,2021-01-15,2021-01-22T21:16:55Z,1,7.04
102455,U.,3.16,MSA-007805,F011-00053124,T011-00051309,U,4.2175,2021-01-15,2021-01-22T21:16:55Z,1,4.22
102456,U.,14.24,MSA-001858,F011-00047475,T011-00045902,U,13.99,2020-08-26,2020-09-02T21:30:33Z,1,13.99
102457,U.,15.77,MSA-003176,F011-00048674,T011-00046960,U,15.83,2020-09-23,2020-10-06T22:03:01Z,1,15.83
102458,U.,0,,,,,,,,,
102459,U.,0,,,,,,,,,
102460,U.,0,,,,,,,,,
102461,U.,4.35,MSA-009263,F011-00054537,T011-00052686,U,4.3454,2021-02-22,2021-03-09T17:59:25Z,1,4.35
102462,U.,2.96,MSA-009263,F011-00054537,T011-00052686,U,2.9583,2021-02-22,2021-03-09T17:59:25Z,1,2.96
102463,U.,0.91,MSA-009263,F011-00054537,T011-00052686,U,0.9797,2021-02-22,2021-03-09T17:59:25Z,1,0.98
102464,U.,1.34,MSA-009263,F011-00054537,T011-00052686,U,1.3677,2021-02-22,2021-03-09T17:59:25Z,1,1.37
102465,U.,6.61,MSA-009263,F011-00054539,T011-00052688,U,6.7316,2021-02-22,2021-03-09T18:36:08Z,1,6.73
102466,U.,0,,,,,,,,,
102467,U.,5.34,MSA-001779,F011-00047473,T011-00045900,U,5.4215,2020-08-26,2020-09-02T21:26:34Z,1,5.42
102468,U.,6.57,MSA-009263,F011-00054537,T011-00052686,U,6.567,2021-02-22,2021-03-09T17:59:25Z,1,6.57
102469,U.,7.66,MSA-007805,F011-00053122,T011-00051307,U,5.6548,2021-01-15,2021-01-22T21:22:40Z,1,5.65
102470,U.,10.87,MSA-009263,F011-00054537,T011-00052686,U,10.8738,2021-02-22,2021-03-09T17:59:25Z,1,10.87
102471,U.,11.37,MSA-007805,F011-00053122,T011-00051307,U,11.1575,2021-01-15,2021-01-22T21:22:40Z,1,11.16
102472,U.,0,,,,,,,,,
102473,U.,5.9,MSA-009263,F011-00054537,T011-00052686,U,5.8976,2021-02-22,2021-03-09T17:59:25Z,1,5.9
102474,U.,10.62,MSA-007805,F011-00053122,T011-00051307,U,10.2625,2021-01-15,2021-01-22T21:22:40Z,1,10.26
102475,U.,0.01,,,,,,,,,
102476,U.,2.71,MSA-009263,F011-00054539,T011-00052688,U,2.8905,2021-02-22,2021-03-09T18:36:08Z,1,2.89
102477,U.,2.78,MSA-009263,F011-00054539,T011-00052688,U,2.376,2021-02-22,2021-03-09T18:36:08Z,1,2.38
102478,U.,3.12,MSA-007805,F011-00053122,T011-00051307,U,3.5795,2021-01-15,2021-01-22T21:22:40Z,1,3.58
102479,U.,3.1,MSA-005767,F011-00051192,T011-00049409,U,3.0943,2020-11-25,2020-12-03T19:54:30Z,1,3.09
102479,U.,3.1,MSA-005767,F011-00051192,T011-00049409,U,3.0943,2020-11-25,2020-12-03T19:54:30Z,1,3.09
102480,U.,4.47,MSA-009263,F011-00054537,T011-00052686,U,4.4717,2021-02-22,2021-03-09T17:59:25Z,1,4.47
102481,U.,0,,,,,,,,,
102482,U.,0,,,,,,,,,
102483,U.,5.07,MSA-009263,F011-00054538,T011-00052687,U,5.1604,2021-02-22,2021-03-09T18:02:13Z,1,5.16
102484,U.,2.42,MSA-009263,F011-00054537,T011-00052686,U,2.5511,2021-02-22,2021-03-09T17:59:25Z,1,2.55
102485,U.,3.43,MSA-009263,F011-00054537,T011-00052686,U,3.4919,2021-02-22,2021-03-09T17:59:25Z,1,3.49
102486,U.,3.16,MSA-009263,F011-00054538,T011-00052687,U,3.1622,2021-02-22,2021-03-09T18:02:13Z,1,3.16
102487,U.,0,,,,,,,,,
102488,U.,15.6,MSA-007805,F011-00053124,T011-00051309,U,15.2033,2021-01-15,2021-01-22T21:16:55Z,1,15.2
102489,U.,10.46,MSA-009263,F011-00054538,T011-00052687,U,10.4566,2021-02-22,2021-03-09T18:02:13Z,1,10.46
102490,U.,5.52,MSA-009263,F011-00054538,T011-00052687,U,5.5192,2021-02-22,2021-03-09T18:02:13Z,1,5.52
102491,U.,0,,,,,,,,,
102492,U.,0,,,,,,,,,
102493,U.,0,,,,,,,,,
102494,U.,13.43,MSA-007805,F011-00053125,T011-00051310,U,13.0425,2021-01-15,2021-01-22T21:13:41Z,1,13.04
102495,U.,1.98,,,,,,,,,
102496,U.,2.83,MSA-007805,F011-00053125,T011-00051310,U,2.7131,2021-01-15,2021-01-22T21:13:41Z,1,2.71
102497,U.,2.84,MSA-007805,F011-00053125,T011-00051310,U,2.7133,2021-01-15,2021-01-22T21:13:41Z,1,2.71
102498,U.,0,,,,,,,,,
102499,U.,9.76,,,,,,,,,
102500,U.,6.41,MSA-007805,F011-00053125,T011-00051310,U,6.2929,2021-01-15,2021-01-22T21:13:41Z,1,6.29
102501,U.,3.68,MSA-007805,F011-00053123,T011-00051308,U,3.589,2021-01-15,2021-01-22T21:20:07Z,1,3.59
102502,U.,0,,,,,,,,,
102503,U.,1.29,,,,,,,,,
102504,U.,1.87,MSA-009263,F011-00054537,T011-00052686,U,1.9012,2021-02-22,2021-03-09T17:59:25Z,1,1.9
102505,U.,0,,,,,,,,,
102506,U.,0,,,,,,,,,
102507,U.,1.32,MSA-009263,F011-00054537,T011-00052686,U,1.3192,2021-02-22,2021-03-09T17:59:25Z,1,1.32
102508,U.,1.49,MSA-009263,F011-00054537,T011-00052686,U,1.5132,2021-02-22,2021-03-09T17:59:25Z,1,1.51
102509,U.,3.63,MSA-009263,F011-00054537,T011-00052686,U,3.6277,2021-02-22,2021-03-09T17:59:25Z,1,3.63
102510,U.,1.26,MSA-009263,F011-00054537,T011-00052686,U,1.261,2021-02-22,2021-03-09T17:59:25Z,1,1.26
102511,U.,5.72,MSA-007805,F011-00053124,T011-00051309,U,5.4645,2021-01-15,2021-01-22T21:16:55Z,1,5.46
102512,U.,5.34,,,,,,,,,
102513,U.,0,,,,,,,,,
102514,U.,0,,,,,,,,,
102515,U.,3.36,MSA-008987,F012-00011688,0005-003270,U,3.1988,2021-02-19,2021-02-24T15:30:15Z,1,3.2
102516,U.,5.68,MSA-007805,F011-00053123,T011-00051308,U,5.4074,2021-01-15,2021-01-22T21:20:07Z,1,5.41
102517,U.,5.51,MSA-007805,F011-00053123,T011-00051308,U,5.4075,2021-01-15,2021-01-22T21:20:07Z,1,5.41
102518,U.,4.6,MSA-007805,F011-00053123,T011-00051308,U,4.5981,2021-01-15,2021-01-22T21:20:07Z,1,4.6
102519,U.,4.2,MSA-007805,F011-00053123,T011-00051308,U,4.5981,2021-01-15,2021-01-22T21:20:07Z,1,4.6
102520,U.,0,,,,,,,,,
102521,U.,0,,,,,,,,,
102522,U.,2.4,MSA-002475,F011-00048211,T011-00046521,U,2.39,2020-09-10,2020-09-15T21:37:00Z,1,2.39
102523,U.,3.68,MSA-007805,F011-00053123,T011-00051308,U,2.3895,2021-01-15,2021-01-22T21:20:07Z,1,2.39
102524,U.,2.51,MSA-007805,F011-00053123,T011-00051308,U,2.3895,2021-01-15,2021-01-22T21:20:07Z,1,2.39
102525,U.,4.07,MSA-009263,F011-00054538,T011-00052687,U,4.1418,2021-02-22,2021-03-09T18:02:13Z,1,4.14
102526,U.,3.79,MSA-007805,F011-00053123,T011-00051308,U,4.065,2021-01-15,2021-01-22T21:20:07Z,1,4.07
102527,U.,3.77,MSA-009263,F011-00054538,T011-00052687,U,4.1419,2021-02-22,2021-03-09T18:02:13Z,1,4.14
102528,U.,4.09,MSA-009263,F011-00054538,T011-00052687,U,4.0933,2021-02-22,2021-03-09T18:02:13Z,1,4.09
102529,U.,0,,,,,,,,,
102530,U.,1.63,MSA-005769,F011-00051193,T011-00049410,U,3.6471,2020-11-25,2020-12-03T19:58:56Z,1,3.65
102531,U.,3.43,MSA-007805,F011-00053123,T011-00051308,U,3.5796,2021-01-15,2021-01-22T21:20:07Z,1,3.58
102532,U.,3.76,MSA-001856,F011-00047474,T011-00045901,U,3.76,2020-08-26,2020-09-02T21:28:39Z,1,3.76
102532,U.,3.76,MSA-001856,F011-00047474,F011-00047474,U,3.76,2020-08-26,2020-09-02T21:28:39Z,1,3.76
102533,U.,0,,,,,,,,,
102534,U.,4.91,MSA-007805,F011-00053123,T011-00051308,U,4.9408,2021-01-15,2021-01-22T21:20:07Z,1,4.94
102535,U.,4.94,MSA-009263,F011-00054538,T011-00052687,U,5.0342,2021-02-22,2021-03-09T18:02:13Z,1,5.03
102536,U.,5.99,MSA-007805,F011-00053123,T011-00051308,U,5.8547,2021-01-15,2021-01-22T21:20:07Z,1,5.85
102537,U.,5.46,MSA-009263,F011-00054538,T011-00052687,U,5.966,2021-02-22,2021-03-09T18:02:13Z,1,5.97
102538,U.,5.46,MSA-009263,F011-00054538,T011-00052687,U,5.965,2021-02-22,2021-03-09T18:02:13Z,1,5.96
102539,U.,4.74,MSA-009263,F011-00054538,T011-00052687,U,5.0341,2021-02-22,2021-03-09T18:02:13Z,1,5.03
102540,U.,3.82,MSA-007805,F011-00053123,T011-00051308,U,3.6556,2021-01-15,2021-01-22T21:20:07Z,1,3.66
102541,U.,3.84,MSA-007805,F011-00053123,T011-00051308,U,3.6557,2021-01-15,2021-01-22T21:20:07Z,1,3.66
102542,U.,4.48,MSA-009263,F011-00054538,T011-00052687,U,4.8208,2021-02-22,2021-03-09T18:02:13Z,1,4.82
102543,U.,4.53,MSA-009263,F011-00054538,T011-00052687,U,4.8208,2021-02-22,2021-03-09T18:02:13Z,1,4.82
102544,U.,4.81,MSA-007805,F011-00053123,T011-00051308,U,4.7312,2021-01-15,2021-01-22T21:20:07Z,1,4.73
102545,U.,1.7,MSA-004875,F011-00050432,T011-00048654,U,1.78,2020-11-06,2020-11-12T20:23:45Z,1,1.78
102546,U.,1.78,MSA-004875,F011-00050432,T011-00048654,U,1.78,2020-11-06,2020-11-12T20:23:45Z,1,1.78
102547,U.,1.78,MSA-004875,F011-00050432,T011-00048654,U,1.78,2020-11-06,2020-11-12T20:23:45Z,1,1.78
102548,U.,6.89,MSA-009263,F011-00054538,T011-00052687,U,7.0228,2021-02-22,2021-03-09T18:02:13Z,1,7.02
102549,U.,0.97,MSA-007805,F011-00053124,T011-00051309,Emp.12,11.624,2021-01-15,2021-01-22T21:16:55Z,12,0.97
102550,U.,3.58,MSA-009263,F011-00054538,T011-00052687,U,3.5793,2021-02-22,2021-03-09T18:02:13Z,1,3.58
102551,U.,2.86,MSA-007805,F011-00053124,T011-00051309,U,1.8374,2021-01-15,2021-01-22T21:16:55Z,1,1.84
102552,U.,1.38,MSA-009263,F011-00054538,T011-00052687,Emp.6,8.274,2021-02-22,2021-03-09T18:02:13Z,6,1.38
102553,U.,4.6,MSA-009263,F011-00054538,T011-00052687,U,4.685,2021-02-22,2021-03-09T18:02:13Z,1,4.68
102554,U.,12.57,MSA-007805,F011-00053124,T011-00051309,U,12.3379,2021-01-15,2021-01-22T21:16:55Z,1,12.34
102555,U.,8.79,MSA-009263,F011-00054538,T011-00052687,U,8.953,2021-02-22,2021-03-09T18:02:13Z,1,8.95
102556,U.,3.04,MSA-009263,F011-00054538,T011-00052687,U,3.0943,2021-02-22,2021-03-09T18:02:13Z,1,3.09
102557,U.,14.49,MSA-001901,F011-00047476,T011-00045903,U,14.52,2020-08-26,2020-09-02T21:32:15Z,1,14.52
102558,U.,14.36,MSA-001901,F011-00047476,T011-00045903,U,14.52,2020-08-26,2020-09-02T21:32:15Z,1,14.52
102559,U.,11.19,MSA-001901,F011-00047476,T011-00045903,U,14.52,2020-08-26,2020-09-02T21:32:15Z,1,14.52
102560,U.,13.04,,,,,,,,,
102561,U.,11.98,MSA-007805,F011-00053124,T011-00051309,U,11.7285,2021-01-15,2021-01-22T21:16:55Z,1,11.73
102562,U.,4.72,MSA-007805,F011-00053124,T011-00051309,U,4.5505,2021-01-15,2021-01-22T21:16:55Z,1,4.55
102563,U.,4.76,MSA-009263,F011-00054538,T011-00052687,U,4.7625,2021-02-22,2021-03-09T18:02:13Z,1,4.76
102564,U.,3.2,,,,,,,,,
102565,U.,9.74,MSA-009263,F011-00054538,T011-00052687,U,9.448,2021-02-22,2021-03-09T18:02:13Z,1,9.45
102566,U.,1.14,MSA-007968,0001-000289,024-0000200,U,0.8474,2021-01-22,2021-01-30T19:05:28Z,1,0.85
102566,U.,1.14,MSA-007968,0001-000289,028-0000200,U,0.8474,2021-01-22,2021-01-30T19:05:28Z,1,0.85
102567,U.,0,,,,,,,,,
102568,U.,0.63,MSA-008510,F001-00001785,008-0025454,Emp.25,15.6779,2021-02-23,2021-02-26T19:01:08Z,25,0.63
102568,U.,0.63,MSA-008510,F001-00001785,008-0025489,Emp.25,15.6779,2021-02-23,2021-02-26T19:01:08Z,25,0.63
102569,U.,0,,,,,,,,,
102570,U.,0.88,,,,,,,,,
102571,U.,0.88,,,,,,,,,
102572,U.,1.41,,,,,,,,,
102573,U.,0,,,,,,,,,
102574,U.,4.27,,,,,,,,,
102575,U.,2.59,MSA-008708,FF01-20863,T001-5479,U,2.5883,2021-02-25,2021-03-02T21:48:08Z,1,2.59
102576,U.,3.81,MSA-008708,FF01-20863,T001-5479,U,2.1188,2021-02-25,2021-03-02T21:48:08Z,1,2.12
102577,U.,1.61,MSA-008708,FF01-20872,T001-5482,Emp.12,22.03,2021-02-25,2021-03-02T21:49:59Z,12,1.84
102578,U.,1.67,MSA-008708,FF01-20865,T001-5481,Emp.12,22.0335,2021-02-25,2021-03-02T21:38:36Z,12,1.84
102579,U.,1.84,MSA-008708,FF01-20865,T001-5481,Emp.12,22.03,2021-02-25,2021-03-02T21:38:36Z,12,1.84
102580,U.,3.67,,,,,,,,,
102581,U.,3.79,MSA-008708,FF01-20863,T001-5479,Emp.12,45.76,2021-02-25,2021-03-02T21:48:08Z,12,3.81
102582,U.,3.52,MSA-008708,FF01-20864,T001-5480,Emp.12,45.762,2021-02-25,2021-03-02T21:40:33Z,12,3.81
102583,U.,4.94,MSA-000181,FF01-17411,T001-4156,Emp.12,59.32,2020-08-07,2020-08-13T17:13:32Z,12,4.94
102584,U.,3.53,MSA-008708,FF01-20863,T001-5479,Emp.24,84.747,2021-02-25,2021-03-02T21:48:08Z,24,3.53
102585,U.,2.35,,,,,,,,,
102586,U.,1.79,,,,,,,,,
102587,U.,2.48,,,,,,,,,
102588,U.,1.12,MSA-006241,FC01-1433,010-003036,Emp.12,15.88,2020-11-19,2020-12-10T20:45:14Z,12,1.32
102588,U.,1.12,MSA-001513,FC01-1433,010-003003,Emp.12,15.89,2020-11-19,2020-12-10T20:45:14Z,12,1.32
102589,U.,0.84,MSA-001513,FC01-1433,010-003003,Emp.12,10.06,2020-11-19,2020-12-10T20:45:14Z,12,0.84
102589,U.,0.84,MSA-006241,FC01-1433,010-003036,Emp.12,10.065,2020-11-19,2020-12-10T20:45:14Z,12,0.84
102590,U.,2.17,MSA-008708,FF01-20863,T001-5479,Emp.144,194.916,2021-02-25,2021-03-02T21:48:08Z,144,1.35
102591,U.,89.81,MSA-009801,F004-17154,014-0073578,U,89.8134,2021-03-12,2021-03-15T20:47:21Z,1,89.81
102592,U.,4.84,MSA-009801,F004-17154,014-0073578,Emp.12,58.1416,2021-03-12,2021-03-15T20:47:21Z,12,4.85
102593,U.,1.19,MSA-009161,F004-17060,0106-001086,Emp.24,28.6199,2021-02-26,2021-03-01T14:39:50Z,24,1.19
102594,U.,14.38,MSA-009801,F004-17154,014-0073578,Emp.6,85.8092,2021-03-12,2021-03-15T20:47:21Z,6,14.3
102595,U.,2.6,MSA-009801,F004-17154,014-0073578,Emp.12,31.2737,2021-03-12,2021-03-15T20:47:21Z,12,2.61
102596,U.,22.94,MSA-009801,F004-17154,014-0073578,Emp.4,94.2301,2021-03-12,2021-03-15T20:47:21Z,4,23.56
102597,U.,4.82,MSA-009801,F004-17155,014-0073579,Emp.12,58.1414,2021-03-12,2021-03-15T20:48:51Z,12,4.85
102598,U.,23.54,MSA-009801,F004-17155,014-0073579,Emp.4,94.2301,2021-03-12,2021-03-15T20:48:51Z,4,23.56
102599,U.,47.32,MSA-009616,F004-17143,014-0073563,U,47.3172,2021-03-10,2021-03-13T20:58:13Z,1,47.32
102600,U.,3.41,MSA-008673,F001-0002532,0116-0001199,Emp.48,163.558,2021-02-26,2021-03-01T21:08:41Z,48,3.41
102601,U.,3.46,MSA-008673,F001-0002532,0116-0001199,Emp.48,166.1017,2021-02-26,2021-03-01T21:08:41Z,48,3.46
102602,U.,3.15,,,,,,,,,
102603,U.,3.27,MSA-008673,F001-0002532,0116-0001199,Emp.48,156.7796,2021-02-26,2021-03-01T21:08:41Z,48,3.27
102604,U.,2.68,MSA-001171,F002-00009733,001-0059697,Emp.12,32.6972,2020-08-12,2020-08-19T18:42:26Z,12,2.72
102605,U.,5.67,MSA-007229,F002-00011361,001-0061257,Emp.6,34.02,2021-01-29,2021-02-03T19:51:27Z,6,5.67
102606,U.,2.35,MSA-006980,F002-00011191,001-0061063,Emp.12,28.2,2020-12-28,2020-12-30T21:21:17Z,12,2.35
102607,U.,2.36,MSA-006980,F002-00011191,001-0061063,Emp.12,28.32,2020-12-28,2020-12-30T21:21:17Z,12,2.36
102608,U.,0,,,,,,,,,
102609,U.,2.63,MSA-006980,F002-00011191,001-0061063,Emp.12,31.8826,2020-12-28,2020-12-30T21:21:17Z,12,2.66
102610,U.,2.92,MSA-006980,F002-00011191,001-0061063,Emp.12,35.0326,2020-12-28,2020-12-30T21:21:17Z,12,2.92
102611,U.,3.19,MSA-006980,F002-00011191,001-0061063,Emp.12,35.0326,2020-12-28,2020-12-30T21:21:17Z,12,2.92
102612,U.,0,,,,,,,,,
102613,U.,0,,,,,,,,,
102614,U.,0,,,,,,,,,
102615,U.,0,,,,,,,,,
102616,U.,0,,,,,,,,,
102617,U.,0,,,,,,,,,
102618,U.,4.72,,,,,,,,,
102619,U.,0,,,,,,,,,
102620,U.,0,,,,,,,,,
102621,U.,0,,,,,,,,,
102622,U.,0,,,,,,,,,
102623,U.,0.3,,,,,,,,,
102624,U.,0,,,,,,,,,
102625,U.,0,,,,,,,,,
102626,U.,0,,,,,,,,,
102627,U.,0.32,,,,,,,,,
102628,U.,0,,,,,,,,,
