ItemNumber,InventoryUnitSymbol,UnitCost,PurchId,InvoiceId,PackingSlipId,PurchUnit,PurchPrice,InvoiceDocumentDate,CreatedDateTimeInvoice,NumUnit,UnitPrice
108382,U.,0.46,MSA-004211,F121-11302,0116-0001108,Emp.20,9.322,2020-10-21,2020-10-26T21:02:28Z,20,0.47
108383,U.,0.47,MSA-004211,F121-11302,0116-0001108,Emp.20,9.322,2020-10-21,2020-10-26T21:02:28Z,20,0.47
108384,U.,0.47,,,,,,,,,
108385,U.,0.44,MSA-004211,F121-11302,0116-0001109,Emp.20,9.322,2020-10-21,2020-10-26T21:02:28Z,20,0.47
108386,U.,0.47,MSA-004211,F121-11302,0116-0001109,Emp.20,9.322,2020-10-21,2020-10-26T21:02:28Z,20,0.47
108387,U.,0.47,MSA-004211,F121-11302,0116-0001109,Emp.20,9.322,2020-10-21,2020-10-26T21:02:28Z,20,0.47
108388,U.,0.47,MSA-004211,F121-11302,0116-0001109,Emp.20,9.322,2020-10-21,2020-10-26T21:02:28Z,20,0.47
108389,U.,4.5,,,,,,,,,
108390,U.,2.73,MSA-008676,FF01-0181058,006-0160888,Emp.6,16.4,2021-02-19,2021-02-24T14:12:28Z,6,2.73
108391,U.,0.42,MSA-004198,FF01-0171046,109-0001160,Emp.18,7.48,2020-10-20,2020-10-24T21:20:28Z,18,0.42
108392,U.,44.69,MSA-008509,F003-00067366,109-0001227,U,44.7,2021-02-09,2021-02-15T21:00:27Z,1,44.7
108393,U.,46.78,MSA-008508,F003-00067365,108-0000974,U,46.78,2021-02-09,2021-02-12T17:55:57Z,1,46.78
108394,U.,2.8,MSA-008641,F721-00000320,721-0000786,Emp.24,68.6012,2021-02-05,2021-02-12T19:13:01Z,24,2.86
108395,U.,61.74,MSA-005316,F003-00064440,0111-000909,U,61.44,2020-11-19,2020-11-24T20:29:23Z,1,61.44
108396,U.,9.94,MSA-008576,F001-00020470,032-0117831,Emp.15,149.1,2021-02-12,2021-02-19T15:09:34Z,15,9.94
108397,U.,15.68,MSA-008488,F100-00303976,022-0344179,Emp.7,109.735,2021-02-18,2021-02-22T17:49:33Z,7,15.68
108398,U.,19.61,MSA-008662,F100-00303965,022-0344168,Emp.6,117.68,2021-02-18,2021-03-01T20:36:17Z,6,19.61
108399,U.,2.94,MSA-008490,F100-00303958,022-0344161,Emp.30,88.14,2021-02-18,2021-02-24T14:30:57Z,30,2.94
108400,U.,3.63,MSA-008490,F100-00303958,022-0344161,Emp.24,87.16,2021-02-18,2021-02-24T14:30:57Z,24,3.63
108401,U.,5.72,MSA-008662,F100-00303964,022-0344167,Emp.15,85.868,2021-02-18,2021-03-01T20:32:21Z,15,5.72
108402,U.,0,MSA-003836,F100-00286759,022-0327047,Emp.144,96.36,2020-10-22,2020-10-26T17:45:03Z,144,0.67
108403,U.,17.82,MSA-003831,F100-00286766,022-0327054,Emp.4,71.27,2020-10-22,2020-10-28T19:21:32Z,4,17.82
108404,U.,42.87,MSA-003930,F001-00004504,002-002207,Emp.12,207.9661,2020-10-22,2020-10-31T19:17:05Z,12,17.33
108405,U.,8.11,MSA-008647,F001-00005091,002-002604,Emp.12,97.289,2021-02-27,2021-03-12T17:24:47Z,12,8.11
108406,U.,10.88,MSA-003930,F001-00004504,002-002207,Emp.12,130.5085,2020-10-22,2020-10-31T19:17:05Z,12,10.88
108407,U.,6.3,MSA-003930,F001-00004504,002-002207,Emp.12,75.5932,2020-10-22,2020-10-31T19:17:05Z,12,6.3
108408,U.,9.36,MSA-008642,F001-00005088,002-002605,Emp.12,112.289,2021-02-27,2021-03-13T20:13:47Z,12,9.36
108409,U.,2.42,MSA-003930,F001-00004504,002-002207,Emp.24,81.3559,2020-10-22,2020-10-31T19:17:05Z,24,3.39
108410,U.,9.36,MSA-005866,F001-00004713,002-002342,Emp.12,112.2882,2020-12-02,2020-12-15T16:16:02Z,12,9.36
108411,U.,6.93,MSA-008647,F001-00005091,002-002604,Emp.12,83.135,2021-02-27,2021-03-12T17:24:47Z,12,6.93
108412,U.,6.93,MSA-008647,F001-00005091,002-002604,Emp.12,83.136,2021-02-27,2021-03-12T17:24:47Z,12,6.93
108413,U.,5.04,MSA-007223,F001-00004939,002-002497,Emp.12,60.5084,2021-01-25,2021-02-06T19:03:30Z,12,5.04
108414,U.,6.93,MSA-008647,F001-00005091,002-002604,Emp.12,83.135,2021-02-27,2021-03-12T17:24:47Z,12,6.93
108415,U.,6.93,MSA-008647,F001-00005091,002-002604,Emp.12,83.136,2021-02-27,2021-03-12T17:24:47Z,12,6.93
108416,U.,5.04,MSA-008647,F001-00005091,002-002604,Emp.12,60.508,2021-02-27,2021-03-12T17:24:47Z,12,5.04
108417,U.,9.76,MSA-007226,F001-00004936,002-002494,Emp.6,55,2021-01-25,2021-02-08T20:28:03Z,6,9.17
108418,U.,4.58,MSA-007226,F001-00004936,002-002494,Emp.6,55,2021-01-25,2021-02-08T20:28:03Z,6,9.17
108419,U.,4.58,MSA-007226,F001-00004936,002-002494,Emp.6,55,2021-01-25,2021-02-08T20:28:03Z,6,9.17
108420,U.,6.63,MSA-008647,F001-00005091,002-002604,Emp.12,135.17,2021-02-27,2021-03-12T17:24:47Z,12,11.26
108421,U.,2.5,,,,,,,,,
108422,U.,0,,,,,,,,,
108423,U.,14.87,,,,,,,,,
108424,U.,0,,,,,,,,,
108425,U.,0,,,,,,,,,
108426,U.,0.23,,,,,,,,,
108427,U.,0,,,,,,,,,
108428,U.,0.24,,,,,,,,,
108429,U.,0,,,,,,,,,
108430,U.,14.2,,,,,,,,,
108431,U.,6.22,,,,,,,,,
108432,U.,0,,,,,,,,,
108433,U.,1.26,,,,,,,,,
108434,U.,0.7,MSA-004662,NCI1-00000012,008-0125746,Emp.20,13.0964,2020-10-31,2020-11-03T21:52:14Z,20,0.65
108435,U.,0,,,,,,,,,
108436,U.,0,,,,,,,,,
108437,U.,0,,,,,,,,,
108438,U.,0,MSA-003749,F006-00019602,006-009310,Emp.312,217.0932,2020-10-31,2020-11-09T20:07:47Z,312,0.7
108439,U.,0.35,MSA-006440,F006-00001515,0400-0001021,Emp.336,116.27,2020-12-24,2020-12-30T20:37:57Z,336,0.35
108440,U.,21.68,,,,,,,,,
108441,U.,4.58,MSA-008958,F006-00024555,006-010125,Emp.12,54.914,2021-02-23,2021-03-01T20:26:01Z,12,4.58
108442,U.,10.89,MSA-008958,F006-00024555,006-010125,Emp.12,130.674,2021-02-23,2021-03-01T20:26:01Z,12,10.89
108443,U.,12.6,MSA-008957,F006-00024552,006-010085,Emp.12,151.2345,2021-02-23,2021-02-26T21:29:44Z,12,12.6
108444,U.,10.56,MSA-008958,F006-00024555,006-010125,Emp.12,126.776,2021-02-23,2021-03-01T20:26:01Z,12,10.56
108445,U.,1.44,MSA-007987,F006-00023586,006-009922,Emp.12,17.2881,2021-01-30,2021-02-06T15:38:19Z,12,1.44
108446,U.,0.95,MSA-007848,F006-00023059,006-009786,Emp.20,18.935,2021-01-19,2021-01-22T20:41:24Z,20,0.95
108447,U.,10.13,MSA-008953,F006-00024553,006-010086,Emp.24,243.077,2021-02-23,2021-02-25T14:55:31Z,24,10.13
108448,U.,7.34,MSA-008958,F006-00024555,006-010125,Emp.20,146.76,2021-02-23,2021-03-01T20:26:01Z,20,7.34
108449,U.,8.58,MSA-003761,F006-00019604,006-009302,Emp.6,51.46,2020-10-31,2020-11-09T19:54:30Z,6,8.58
108450,U.,8.99,MSA-008958,F006-00024555,006-010125,Emp.20,179.721,2021-02-23,2021-03-01T20:26:01Z,20,8.99
108451,U.,1.03,MSA-008959,F006-00024554,006-010112,U,1.03,2021-02-23,2021-02-27T15:12:00Z,1,1.03
108452,U.,1.72,MSA-008958,F006-00024556,006-010126,Emp.12,20.61,2021-02-23,2021-03-01T20:24:22Z,12,1.72
108453,U.,0.56,MSA-008958,F006-00024556,006-010126,Emp.8,4.4703,2021-02-23,2021-03-01T20:24:22Z,8,0.56
108454,U.,2.1,MSA-010054,F700-00374476,004-0005529,Emp.6,12.569,2021-03-19,2021-03-20T17:53:22Z,6,2.09
108455,U.,27.92,MSA-008958,F006-00024556,006-010126,Emp.6,167.492,2021-02-23,2021-03-01T20:24:22Z,6,27.92
108456,U.,9.51,MSA-008963,F006-00024500,006-010123,Emp.24,228.224,2021-02-22,2021-03-01T20:58:16Z,24,9.51
108457,U.,1.5,MSA-005965,F006-00021633,006-009534,Emp.3,4.485,2020-12-14,2020-12-16T19:40:19Z,3,1.5
108458,U.,10.93,MSA-008957,F006-00024552,006-010085,U,10.927,2021-02-23,2021-02-26T21:29:44Z,1,10.93
108459,U.,9.06,MSA-008052,F006-00023589,006-009904,Emp.14,126.79,2021-01-30,2021-02-11T15:40:04Z,14,9.06
108460,SA.,45,MSA-004933,E001-775,007-000020,SA,41.54,2020-11-09,2020-11-12T17:17:19Z,1,41.54
108461,U.,0.33,MSA-004003,F007-00191160,015-0454403,Emp.84,27.0813,2020-11-19,2020-11-24T21:33:20Z,84,0.32
108462,U.,3.86,MSA-008670,FT01-00009579,TT01-00004021,U,3.86,2021-02-17,2021-02-24T15:10:16Z,1,3.86
108463,U.,7.54,MSA-009559,FT01-00009736,TT01-00004147,U,7.54,2021-03-10,2021-03-16T17:18:10Z,1,7.54
108464,U.,3.86,MSA-009559,FT01-00009735,TT01-00004146,U,3.86,2021-03-10,2021-03-16T17:15:30Z,1,3.86
108465,U.,7.54,MSA-009559,FT01-00009736,TT01-00004147,U,7.54,2021-03-10,2021-03-16T17:18:10Z,1,7.54
108466,U.,3.86,MSA-009555,FT01-00009728,TT01-00004140,U,3.86,2021-03-09,2021-03-15T18:49:49Z,1,3.86
108467,U.,7.54,MSA-009558,FT01-00009713,TT01-00004124,U,7.54,2021-03-09,2021-03-17T19:48:33Z,1,7.54
108468,U.,3.86,MSA-009558,FT01-00009713,TT01-00004124,U,3.86,2021-03-09,2021-03-17T19:48:33Z,1,3.86
108469,U.,7.54,MSA-009558,FT01-00009713,TT01-00004124,U,7.54,2021-03-09,2021-03-17T19:48:33Z,1,7.54
108470,U.,2.08,MSA-009555,FT01-00009727,TT01-00004139,U,2.08,2021-03-09,2021-03-15T18:47:20Z,1,2.08
108471,U.,3.86,MSA-008670,FT01-00009580,TT01-00004022,U,3.86,2021-02-17,2021-02-24T15:13:22Z,1,3.86
108472,U.,3.86,MSA-009555,FT01-00009727,TT01-00004139,U,3.86,2021-03-09,2021-03-15T18:47:20Z,1,3.86
108473,U.,7.54,MSA-009558,FT01-00009713,TT01-00004124,U,7.54,2021-03-09,2021-03-17T19:48:33Z,1,7.54
108474,U.,47.61,MSA-005119,F002-0007995,002-0073118,U,46.6949,2020-11-13,2020-11-26T17:41:17Z,1,46.69
108475,U.,3.18,MSA-006164,F001-00858537,011-1767313,Emp.6,18.8855,2020-12-17,2020-12-29T18:58:12Z,6,3.15
108476,U.,5.93,MSA-009235,FAY1-000017,EG01-47,U,5.9323,2021-02-28,2021-03-03T21:55:54Z,1,5.93
108477,U.,8.65,MSA-005318,F003-00013890,003-0128603,U,2.195,2020-11-04,2020-11-23T21:48:05Z,1,2.19
108478,U,0,,,,,,,,,
108479,U.,26.57,MSA-009409,F003-00015255,003-0129976,U,6.7175,2021-02-25,2021-03-04T16:19:50Z,1,6.72
108480,U.,11.97,MSA-005318,F003-00013848,003-0128561,U,3.22,2020-11-03,2020-11-23T21:42:20Z,1,3.22
108481,U.,12.02,MSA-009624,F003-00015256,003-0129977,U,3.2,2021-02-25,2021-03-10T15:15:25Z,1,3.2
108482,U.,10.82,MSA-009624,F003-00015256,003-0129977,U,2.8733,2021-02-25,2021-03-10T15:15:25Z,1,2.87
108483,U.,12.77,MSA-005256,F003-00013887,003-0128600,U,3.5383,2020-11-04,2020-11-20T16:29:05Z,1,3.54
108484,U.,6.11,MSA-005318,F003-00013847,003-0128560,U,1.6441,2020-11-03,2020-11-23T21:38:26Z,1,1.64
108485,U.,4.27,MSA-003977,F001-00835414,011-1752939,Emp.6,25.6299,2020-11-13,2020-11-23T14:57:00Z,6,4.27
108486,U.,12.88,MSA-005318,F003-00013847,003-0128560,U,3.4666,2020-11-03,2020-11-23T21:38:26Z,1,3.47
108487,U.,4.44,MSA-009624,F003-00015296,003-0130017,U,1.125,2021-03-02,2021-03-10T15:17:40Z,1,1.12
108488,U.,2.73,MSA-007364,F001-00002980,0019-001002,Emp.9,24.53,2021-01-18,2021-01-18T20:05:39Z,9,2.73
108489,U.,14.82,MSA-009624,F003-00015252,003-0129973,U,3.9683,2021-02-25,2021-03-10T15:12:24Z,1,3.97
108490,U.,6.97,MSA-009600,F003-00015294,003-0130015,U,1.8516,2021-03-02,2021-03-10T15:08:48Z,1,1.85
108491,U.,8.33,MSA-009624,F003-00015296,003-0130017,U,2.19,2021-03-02,2021-03-10T15:17:40Z,1,2.19
108492,U.,10.8,MSA-009600,F003-00015294,003-0130015,U,2.8984,2021-03-02,2021-03-10T15:08:48Z,1,2.9
108493,U.,15.41,MSA-009409,F003-00015250,003-0129971,U,3.6625,2021-02-25,2021-03-04T16:17:57Z,1,3.66
108494,U.,3.79,MSA-005318,F003-00013847,003-0128560,U,1.0211,2020-11-03,2020-11-23T21:38:26Z,1,1.02
108496,U.,5.27,MSA-005318,F003-00013847,003-0128560,U,1.4185,2020-11-03,2020-11-23T21:38:26Z,1,1.42
108497,U.,4.11,MSA-005318,F003-00013847,003-0128560,U,1.1066,2020-11-03,2020-11-23T21:38:26Z,1,1.11
108498,U.,22.35,MSA-005318,F003-00013848,003-0128561,U,6.025,2020-11-03,2020-11-23T21:42:20Z,1,6.03
108499,U.,10.21,MSA-009600,F003-00015298,003-0130019,U,2.737,2021-03-02,2021-03-10T15:06:51Z,1,2.74
108500,U.,2.18,,,,,,,,,
108501,U.,9.05,MSA-005318,F003-00013886,003-0128599,U,2.4408,2020-11-04,2020-11-23T21:44:44Z,1,2.44
108502,U.,11.29,MSA-009409,F003-00015255,003-0129976,U,2.5337,2021-02-25,2021-03-04T16:19:50Z,1,2.53
108503,U.,12.67,MSA-005318,F003-00013886,003-0128599,U,3.415,2020-11-04,2020-11-23T21:44:44Z,1,3.42
108504,U.,9.49,MSA-005318,F003-00013886,003-0128599,U,2.5591,2020-11-04,2020-11-23T21:44:44Z,1,2.56
108505,U.,11.75,MSA-005318,F003-00013886,003-0128599,U,3.1691,2020-11-04,2020-11-23T21:44:44Z,1,3.17
108506,U.,18.27,MSA-005318,F003-00013844,003-0128557,U,4.915,2020-11-03,2020-11-23T21:35:21Z,1,4.92
108507,U.,0,MSA-005318,F003-00013844,003-0128557,U,8,2020-11-03,2020-11-23T21:35:21Z,1,8
108508,U.,0,MSA-005318,F003-00013844,003-0128557,U,8.915,2020-11-03,2020-11-23T21:35:21Z,1,8.91
108509,U.,2.72,MSA-004010,F001-00835432,011-1752951,Emp.6,29.67,2020-11-13,2020-11-20T18:05:58Z,6,4.94
108510,U.,8.21,MSA-005252,F010-00030505,010-0074973,U,2.21,2020-11-04,2020-11-25T14:58:17Z,1,2.21
108511,U.,0,MSA-005318,F003-00013886,003-0128599,U,2.2883,2020-11-04,2020-11-23T21:44:44Z,1,2.29
108512,U.,8.16,MSA-009486,F010-00033622,010-0078125,U,2.19,2021-02-26,2021-03-13T16:19:26Z,1,2.19
108513,U.,0,MSA-005329,F003-00013843,003-0128556,U,2.3897,2020-11-03,2020-11-21T17:29:20Z,1,2.39
108514,U.,0,MSA-005318,F003-00013844,003-0128557,U,3.1608,2020-11-03,2020-11-23T21:35:21Z,1,3.16
108515,U.,0,MSA-004010,F001-00835432,011-1752951,Emp.12,27.5,2020-11-13,2020-11-20T18:05:58Z,12,2.29
108516,U.,16.38,MSA-009600,F003-00015298,003-0130019,U,4.4233,2021-03-02,2021-03-10T15:06:51Z,1,4.42
108517,U.,0,MSA-005318,F003-00013844,003-0128557,U,4.0933,2020-11-03,2020-11-23T21:35:21Z,1,4.09
108518,U.,0,MSA-005252,F010-00030505,010-0074973,U,2.3725,2020-11-04,2020-11-25T14:58:17Z,1,2.37
108519,U.,0,MSA-005318,F003-00013844,003-0128557,U,3.3645,2020-11-03,2020-11-23T21:35:21Z,1,3.36
108520,U.,42.23,MSA-007979,F001-00877401,011-1785327,U,42.2259,2021-01-30,2021-02-19T20:53:04Z,1,42.23
108521,U.,0,MSA-005318,F003-00013844,003-0128557,U,3.4491,2020-11-03,2020-11-23T21:35:21Z,1,3.45
108522,U.,0,MSA-005318,F003-00013844,003-0128557,U,3.0255,2020-11-03,2020-11-23T21:35:21Z,1,3.03
108523,U.,6.49,MSA-009624,F003-00015256,003-0129977,U,1.6862,2021-02-25,2021-03-10T15:15:25Z,1,1.69
108524,U.,7.11,MSA-009624,F003-00015256,003-0129977,U,1.8558,2021-02-25,2021-03-10T15:15:25Z,1,1.86
108525,U.,0,MSA-005252,F010-00030504,010-0074972,U,16.5,2020-11-04,2020-11-21T15:34:41Z,1,16.5
108526,U.,0,MSA-005318,F003-00013844,003-0128557,U,2.3645,2020-11-03,2020-11-23T21:35:21Z,1,2.36
108527,U.,72.78,MSA-009486,F010-00033621,010-0078124,U,19.9,2021-02-26,2021-03-13T16:14:44Z,1,19.9
108528,U.,17.34,MSA-009486,F010-00033621,010-0078124,U,4.705,2021-02-26,2021-03-13T16:14:44Z,1,4.7
108529,U.,0,MSA-005252,F010-00030504,010-0074972,U,0.942,2020-11-04,2020-11-21T15:34:41Z,1,0.94
108530,U.,5.14,MSA-009407,F010-00033634,010-0078137,U,1.3625,2021-02-27,2021-03-06T19:26:40Z,1,1.36
108531,U.,5.14,MSA-009407,F010-00033634,010-0078137,U,1.3625,2021-02-27,2021-03-06T19:26:40Z,1,1.36
108532,U.,0,MSA-003977,F001-00835410,011-1752936,U,21.8877,2020-11-13,2020-11-23T14:45:40Z,1,21.89
108533,U.,18.55,MSA-009486,F010-00033618,010-0078121,U,5.0368,2021-02-26,2021-03-13T16:08:25Z,1,5.04
108534,U.,3.91,MSA-009407,F010-00033635,010-0078138,U,1.0241,2021-02-27,2021-03-06T19:28:49Z,1,1.02
108535,U.,8.93,MSA-009486,F010-00033623,010-0078126,U,2.4,2021-02-26,2021-03-13T16:21:29Z,1,2.4
108536,U.,15.01,MSA-005252,F010-00030516,010-0074985,U,4.041,2020-11-04,2020-11-21T15:23:50Z,1,4.04
108537,U.,3.22,MSA-005252,F010-00030216,010-0074678,U,0.8681,2020-10-27,2020-11-21T15:26:24Z,1,0.87
108538,U.,11.12,MSA-009486,F010-00033616,010-0078119,U,3,2021-02-26,2021-03-13T16:04:35Z,1,3
108539,U.,13.6,MSA-009486,F010-00033616,010-0078119,U,3.6812,2021-02-26,2021-03-13T16:04:35Z,1,3.68
108540,U.,13.3,MSA-009486,F010-00033616,010-0078119,U,3.6,2021-02-26,2021-03-13T16:04:35Z,1,3.6
108541,U.,18.41,MSA-009486,F010-00033616,010-0078119,U,5,2021-02-26,2021-03-13T16:04:35Z,1,5
108542,U.,35.2,MSA-009486,F010-00033616,010-0078119,U,9.6,2021-02-26,2021-03-13T16:04:35Z,1,9.6
108543,U.,27.43,MSA-009486,F010-00033618,010-0078121,U,7.4716,2021-02-26,2021-03-13T16:08:25Z,1,7.47
108544,U.,6.9,MSA-009934,E001-158,EG01-125,U,6.9,2021-03-20,2021-03-22T15:12:03Z,1,6.9
108545,U.,3.59,MSA-009942,F001-00019920,F001-00019920,Emp.12,43.06,2021-03-15,2021-03-18T21:04:09Z,12,3.59
108546,U.,0.44,MSA-003977,F007-00191152,015-0454395,Emp.20,4.585,2020-11-19,2020-11-26T19:50:20Z,20,0.23
108547,U.,0,MSA-004007,F007-00190839,015-0454061,Emp.30,79.9661,2020-11-15,2020-11-23T14:20:49Z,30,2.67
108548,U.,0,MSA-004007,F007-00190839,015-0454061,Emp.16,59.7118,2020-11-15,2020-11-23T14:20:49Z,16,3.73
108549,U.,25.84,MSA-009600,F003-00015294,003-0130015,U,7.0113,2021-03-02,2021-03-10T15:08:48Z,1,7.01
108550,U.,3.73,MSA-009486,F010-00033622,010-0078125,U,0.9758,2021-02-26,2021-03-13T16:19:26Z,1,0.98
108551,U.,0,,,,,,,,,
108552,U.,0,,,,,,,,,
108553,U.,0,,,,,,,,,
108554,U.,3.03,MSA-007267,F085-0797064,F085-0797064,Emp.38,115.29,2021-01-13,2021-01-21T16:06:19Z,38,3.03
108555,U.,0,,,,,,,,,
108556,U.,0,,,,,,,,,
108557,U.,0,,,,,,,,,
108558,U.,5.02,MSA-005511,F008-00036412,008-0095767,U,4.91,2020-10-27,2020-11-26T15:02:53Z,1,4.91
108559,U.,0,MSA-003977,F007-00191152,015-0454395,Emp.10,50,2020-11-19,2020-11-26T19:50:20Z,10,5
108560,U.,0.47,MSA-007247,FF01-0178006,006-0157123,Emp.20,9.35,2021-01-14,2021-01-18T17:57:17Z,20,0.47
108561,U.,0.49,MSA-007247,FF01-0178006,006-0157123,Emp.20,9.79,2021-01-14,2021-01-18T17:57:17Z,20,0.49
108562,U.,0.47,MSA-005616,FF01-0174781,006-0153274,Emp.20,9.35,2020-11-30,2020-12-03T19:46:14Z,20,0.47
108563,U.,0.63,MSA-007247,FF01-0178006,006-0157123,Emp.20,12.52,2021-01-14,2021-01-18T17:57:17Z,20,0.63
108564,U.,58.47,MSA-007247,FF01-0178007,006-0157124,U,58.47,2021-01-14,2021-01-18T17:59:53Z,1,58.47
108565,U.,67.05,MSA-007925,FIW2-0004474,002-0033671,U,66.382,2021-01-15,2021-01-27T18:45:46Z,1,66.38
108566,U.,24.73,MSA-007999,F002-0008972,002-0074076,U,24.4915,2021-01-15,2021-01-29T18:38:54Z,1,24.49
108567,U.,10.24,MSA-007999,F002-0008972,002-0074076,U,10.111,2021-01-15,2021-01-29T18:38:54Z,1,10.11
108568,U.,10.2,MSA-007999,F002-0008972,002-0074076,U,10.111,2021-01-15,2021-01-29T18:38:54Z,1,10.11
108569,U.,74.25,MSA-007925,FIW2-0004521,002-0033719,U,73.1271,2021-01-18,2021-01-27T18:49:30Z,1,73.13
108570,U.,55.42,MSA-005131,FIW1-0006097,001-0176933,U,54.7966,2020-11-19,2020-11-27T20:29:52Z,1,54.8
108571,U.,66.68,MSA-007999,F002-0008972,002-0074076,U,66.5168,2021-01-15,2021-01-29T18:38:54Z,1,66.52
108572,U.,19.22,MSA-008369,FIW2-0004835,002-0034033,U,19.0254,2021-01-29,2021-02-08T21:22:41Z,1,19.03
108573,U.,21.42,,,,,,,,,
108574,U.,27.83,,,,,,,,,
108575,U.,44.01,,,,,,,,,
108576,U.,54.95,,,,,,,,,
108577,U.,74.14,,,,,,,,,
108578,U.,54.89,,,,,,,,,
108579,U.,75.38,,,,,,,,,
108580,U.,38.19,,,,,,,,,
108581,U.,71.86,,,,,,,,,
108582,U.,40.5,,,,,,,,,
108583,U.,67.88,,,,,,,,,
108584,U.,0,,,,,,,,,
108585,U.,0,,,,,,,,,
108586,SA.,134,MSA-008965,E001-270,0104-001171,SA,134,2021-02-19,2021-02-22T20:25:29Z,1,134
108587,U.,10.64,MSA-008889,F001-00002585,001-0015495,U,10.17,2021-02-18,2021-03-01T21:54:39Z,1,10.17
108588,U.,8.4,MSA-008409,F001-00002532,001-0015464,U,8.0508,2021-02-10,2021-02-18T21:25:27Z,1,8.05
108589,U.,10.55,MSA-004994,FB01-0005524,017-0002608,U,10.1695,2020-11-24,2020-12-15T22:14:12Z,1,10.17
108590,U.,0.38,,,,,,,,,
108591,U.,0.25,,,,,,,,,
108592,U.,8.67,MSA-009092,FA01-0015445,016-000154,U,8.3559,2021-02-24,2021-03-03T19:34:27Z,1,8.36
108593,U.,1.39,,,,,,,,,
108594,U.,3.65,MSA-009904,F002-00008757,T002-00001561,Emp.10,36.5,2021-03-16,2021-03-20T17:15:37Z,10,3.65
108595,U.,2.77,MSA-010051,F005-47819,F005-047010,Emp.15,41.55,2021-03-19,2021-03-20T20:18:36Z,15,2.77
108597,U.,1,MSA-009608,F002-00008558,T002-00001528,Emp.6,6,2021-03-09,2021-03-13T19:13:07Z,6,1
108598,U.,2.22,MSA-007142,FF01-02137261,FF01-02137261,Emp.12,26.6497,2021-01-13,2021-01-22T18:00:24Z,12,2.22
108599,U.,5.39,MSA-008711,FF01-02182315,FF01-02182315,Emp.12,64.63,2021-02-25,2021-03-12T17:36:06Z,12,5.39
108600,U.,4.78,MSA-006620,F001-00017058,F001-00017058,Emp.20,95.594,2020-12-18,2020-12-23T19:51:19Z,20,4.78
108601,U.,1.73,MSA-009243,F005-47183,F005-047183,Emp.18,31.15,2021-02-27,2021-03-05T17:38:08Z,18,1.73
108602,U.,1.53,MSA-009043,F120-00043318,003-0018228,Emp.30,46.502,2021-02-23,2021-02-26T17:38:35Z,30,1.55
108603,U.,1.54,MSA-009044,F120-00043381,003-0018241,Emp.30,46.5,2021-02-25,2021-02-27T20:52:11Z,30,1.55
108604,U.,25,MSA-007442,F016-00015694,022-0006086,U,27.181,2021-01-13,2021-01-21T20:51:24Z,1,27.18
108605,U.,25,MSA-007442,F016-00015694,022-0006086,U,27.0634,2021-01-13,2021-01-21T20:51:24Z,1,27.06
108606,U.,25,MSA-007442,F016-00015694,022-0006086,U,27.181,2021-01-13,2021-01-21T20:51:24Z,1,27.18
108607,U.,0,,,,,,,,,
108608,U.,0,,,,,,,,,
108609,U.,8.43,,,,,,,,,
108610,U.,9.2,MSA-006395,E001-49,001-002642,Emp.12,96.6101,2020-12-17,2020-12-23T21:22:45Z,12,8.05
108611,U.,10.84,MSA-009456,F019-77637,T019-13454,Emp.12,130.1101,2021-03-05,2021-03-16T19:54:44Z,12,10.84
108612,U.,8.56,MSA-008747,FF01-00034496,0001-008380,U,8.5593,2021-02-13,2021-02-23T20:20:59Z,1,8.56
108613,U.,8.56,MSA-008747,FF01-00034496,0001-008380,U,8.5593,2021-02-13,2021-02-23T20:20:59Z,1,8.56
108614,U.,8.56,MSA-008741,FF01-00034509,0001-008392,U,8.5593,2021-02-13,2021-02-22T20:46:00Z,1,8.56
108615,U.,47.15,MSA-005263,F002-00009092,003-0010841,Emp.24,377.19,2020-11-30,2020-12-16T18:39:10Z,24,15.72
108616,U.,38.93,,,,,,,,,
108617,U.,7.3,MSA-009934,E001-158,EG01-125,U,7.3,2021-03-20,2021-03-22T15:12:03Z,1,7.3
108618,U.,6.9,MSA-009934,E001-158,EG01-125,U,6.9,2021-03-20,2021-03-22T15:12:03Z,1,6.9
108619,U.,6.9,MSA-009934,E001-158,EG01-125,U,6.9,2021-03-20,2021-03-22T15:12:03Z,1,6.9
108620,U.,8.04,MSA-008901,F001-00112353,008-0134553,Emp.12,96.46,2021-02-20,2021-02-24T16:37:13Z,12,8.04
108621,U.,0,,,,,,,,,
108622,U.,2.03,MSA-008901,F001-00112353,008-0134553,Emp.12,27.008,2021-02-20,2021-02-24T16:37:13Z,12,2.25
108623,U.,0.48,MSA-007367,F002-00008363,029-001877,Emp.144,69.7034,2021-01-31,2021-02-01T21:49:36Z,144,0.48
108624,U.,3.64,MSA-009633,FOL1-00355584,044-0216897,Emp.60,218.3,2021-03-11,2021-03-17T19:55:06Z,60,3.64
108625,U.,3.65,MSA-009197,F002-00010016,003-0012086,Emp.12,43.817,2021-02-28,2021-03-08T19:41:34Z,12,3.65
108626,U.,0.31,,,,,,,,,
108627,U.,11.9,MSA-006623,F002-00009252,003-0011056,Emp.9,107.07,2020-12-22,2020-12-31T18:50:01Z,9,11.9
108628,U.,41.62,,,,,,,,,
108629,U.,74.15,,,,,,,,,
108630,U.,26.72,,,,,,,,,
108631,U.,1.73,MSA-009177,F001-00893805,011-1794126,Emp.12,20.704,2021-02-26,2021-03-12T15:22:10Z,12,1.73
